domain_domain_interaction	count_new	frequency	domain_1	domain_2	domain1_description	domain2_description
empty--Tox-GHH	4	0.000126702565726956	empty	Tox-GHH	NA	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
empty--Toxin_TOLIP	1	3.1675641431739e-05	empty	Toxin_TOLIP	NA	Snaketoxinandtoxin-likeprotein
Amidinotransf--TraB	1	3.1675641431739e-05	Amidinotransf	TraB	Amidinotransferase	TraBfamily
HR1--TraB	1	3.1675641431739e-05	HR1	TraB	Hr1repeat	TraBfamily
Noelin-1--TraB	1	3.1675641431739e-05	Noelin-1	TraB	Neurogenesisglycoprotein	TraBfamily
OLF--TraB	1	3.1675641431739e-05	OLF	TraB	Olfactomedin-likedomain	TraBfamily
Pkinase--TraB	1	3.1675641431739e-05	Pkinase	TraB	Proteinkinasedomain	TraBfamily
Pkinase_C--TraB	1	3.1675641431739e-05	Pkinase_C	TraB	ProteinkinaseCterminaldomain	TraBfamily
empty--TraB	3	9.5026924295217e-05	empty	TraB	NA	TraBfamily
BCAS3--Transcrip_reg	1	3.1675641431739e-05	BCAS3	Transcrip_reg	Breastcarcinomaamplifiedsequence3	Transcriptionalregulator
DUF2045--Transferrin	1	3.1675641431739e-05	DUF2045	Transferrin	Uncharacterizedconservedprotein(DUF2045)	Transferrin
empty--Transferrin	3	9.5026924295217e-05	empty	Transferrin	NA	Transferrin
Kinesin--Transglut_C	1	3.1675641431739e-05	Kinesin	Transglut_C	Kinesinmotordomain	Transglutaminasefamily,C-terminaliglikedomain
MBT--Transglut_C	1	3.1675641431739e-05	MBT	Transglut_C	mbtrepeat	Transglutaminasefamily,C-terminaliglikedomain
PseudoU_synth_2--Transglut_C	1	3.1675641431739e-05	PseudoU_synth_2	Transglut_C	RNApseudouridylatesynthase	Transglutaminasefamily,C-terminaliglikedomain
empty--Transglut_C	5	0.000158378207158695	empty	Transglut_C	NA	Transglutaminasefamily,C-terminaliglikedomain
MBT--Transglut_N	1	3.1675641431739e-05	MBT	Transglut_N	mbtrepeat	Transglutaminasefamily
PseudoU_synth_2--Transglut_N	1	3.1675641431739e-05	PseudoU_synth_2	Transglut_N	RNApseudouridylatesynthase	Transglutaminasefamily
empty--Transglut_N	4	0.000126702565726956	empty	Transglut_N	NA	Transglutaminasefamily
Kinesin--Transglut_core	1	3.1675641431739e-05	Kinesin	Transglut_core	Kinesinmotordomain	Transglutaminase-likesuperfamily
MBT--Transglut_core	1	3.1675641431739e-05	MBT	Transglut_core	mbtrepeat	Transglutaminase-likesuperfamily
PseudoU_synth_2--Transglut_core	1	3.1675641431739e-05	PseudoU_synth_2	Transglut_core	RNApseudouridylatesynthase	Transglutaminase-likesuperfamily
empty--Transglut_core	4	0.000126702565726956	empty	Transglut_core	NA	Transglutaminase-likesuperfamily
empty--Transglut_core2	3	9.5026924295217e-05	empty	Transglut_core2	NA	Transglutaminase-likesuperfamily
DNA_pol_B_thumb--Transket_pyr	1	3.1675641431739e-05	DNA_pol_B_thumb	Transket_pyr	DNApolymerasebetathumb	Transketolase,pyrimidinebindingdomain
HHH_8--Transket_pyr	1	3.1675641431739e-05	HHH_8	Transket_pyr	Helix-hairpin-helixdomain	Transketolase,pyrimidinebindingdomain
Malic_M--Transket_pyr	1	3.1675641431739e-05	Malic_M	Transket_pyr	Malicenzyme,NADbindingdomain	Transketolase,pyrimidinebindingdomain
PSI--Transket_pyr	1	3.1675641431739e-05	PSI	Transket_pyr	Plexinrepeat	Transketolase,pyrimidinebindingdomain
Plexin_cytopl--Transket_pyr	1	3.1675641431739e-05	Plexin_cytopl	Transket_pyr	PlexincytoplasmicRasGAPdomain	Transketolase,pyrimidinebindingdomain
Rft-1--Transket_pyr	1	3.1675641431739e-05	Rft-1	Transket_pyr	Rftprotein	Transketolase,pyrimidinebindingdomain
Sema--Transket_pyr	1	3.1675641431739e-05	Sema	Transket_pyr	Semadomain	Transketolase,pyrimidinebindingdomain
TIG--Transket_pyr	1	3.1675641431739e-05	TIG	Transket_pyr	IPT/TIGdomain	Transketolase,pyrimidinebindingdomain
empty--Transket_pyr	2	6.3351282863478e-05	empty	Transket_pyr	NA	Transketolase,pyrimidinebindingdomain
malic--Transket_pyr	1	3.1675641431739e-05	malic	Transket_pyr	Malicenzyme,N-terminaldomain	Transketolase,pyrimidinebindingdomain
ANTH--Transketolase_C	1	3.1675641431739e-05	ANTH	Transketolase_C	ANTHdomain	Transketolase,C-terminaldomain
Malic_M--Transketolase_C	1	3.1675641431739e-05	Malic_M	Transketolase_C	Malicenzyme,NADbindingdomain	Transketolase,C-terminaldomain
PSI--Transketolase_C	1	3.1675641431739e-05	PSI	Transketolase_C	Plexinrepeat	Transketolase,C-terminaldomain
Plexin_cytopl--Transketolase_C	1	3.1675641431739e-05	Plexin_cytopl	Transketolase_C	PlexincytoplasmicRasGAPdomain	Transketolase,C-terminaldomain
Rft-1--Transketolase_C	1	3.1675641431739e-05	Rft-1	Transketolase_C	Rftprotein	Transketolase,C-terminaldomain
Sema--Transketolase_C	1	3.1675641431739e-05	Sema	Transketolase_C	Semadomain	Transketolase,C-terminaldomain
TIG--Transketolase_C	1	3.1675641431739e-05	TIG	Transketolase_C	IPT/TIGdomain	Transketolase,C-terminaldomain
empty--Transketolase_C	2	6.3351282863478e-05	empty	Transketolase_C	NA	Transketolase,C-terminaldomain
malic--Transketolase_C	1	3.1675641431739e-05	malic	Transketolase_C	Malicenzyme,N-terminaldomain	Transketolase,C-terminaldomain
DHR-2--Transketolase_N	1	3.1675641431739e-05	DHR-2	Transketolase_N	Dockhomologyregion2	Transketolase,thiaminediphosphatebindingdomain
DOCK-C2--Transketolase_N	1	3.1675641431739e-05	DOCK-C2	Transketolase_N	C2domaininDock180andZiziminproteins	Transketolase,thiaminediphosphatebindingdomain
DOCK_N--Transketolase_N	1	3.1675641431739e-05	DOCK_N	Transketolase_N	DOCKN-terminus	Transketolase,thiaminediphosphatebindingdomain
PSI--Transketolase_N	1	3.1675641431739e-05	PSI	Transketolase_N	Plexinrepeat	Transketolase,thiaminediphosphatebindingdomain
Plexin_cytopl--Transketolase_N	1	3.1675641431739e-05	Plexin_cytopl	Transketolase_N	PlexincytoplasmicRasGAPdomain	Transketolase,thiaminediphosphatebindingdomain
Rft-1--Transketolase_N	1	3.1675641431739e-05	Rft-1	Transketolase_N	Rftprotein	Transketolase,thiaminediphosphatebindingdomain
Sema--Transketolase_N	1	3.1675641431739e-05	Sema	Transketolase_N	Semadomain	Transketolase,thiaminediphosphatebindingdomain
TIG--Transketolase_N	1	3.1675641431739e-05	TIG	Transketolase_N	IPT/TIGdomain	Transketolase,thiaminediphosphatebindingdomain
empty--Transketolase_N	1	3.1675641431739e-05	empty	Transketolase_N	NA	Transketolase,thiaminediphosphatebindingdomain
empty--Translin	1	3.1675641431739e-05	empty	Translin	NA	Translinfamily
empty--Transmemb_17	4	0.000126702565726956	empty	Transmemb_17	NA	Predictedmembraneprotein
Ins145_P3_rec--Transposase_1	1	3.1675641431739e-05	Ins145_P3_rec	Transposase_1	Inositol1,4,5-trisphosphate/ryanodinereceptor	Transposase(partialDDEdomain)
Ion_trans--Transposase_1	1	3.1675641431739e-05	Ion_trans	Transposase_1	Iontransportprotein	Transposase(partialDDEdomain)
MIR--Transposase_1	1	3.1675641431739e-05	MIR	Transposase_1	MIRdomain	Transposase(partialDDEdomain)
PAC2--Transposase_1	1	3.1675641431739e-05	PAC2	Transposase_1	PAC2family	Transposase(partialDDEdomain)
RIH_assoc--Transposase_1	1	3.1675641431739e-05	RIH_assoc	Transposase_1	RyRandIP3RHomologyassociated	Transposase(partialDDEdomain)
RYDR_ITPR--Transposase_1	1	3.1675641431739e-05	RYDR_ITPR	Transposase_1	RIHdomain	Transposase(partialDDEdomain)
empty--Transposase_22	1	3.1675641431739e-05	empty	Transposase_22	NA	L1transposableelementRBD-likedomain
empty--Transthyretin	1	3.1675641431739e-05	empty	Transthyretin	NA	HIUase/Transthyretinfamily
Raptor_N--Trefoil	1	3.1675641431739e-05	Raptor_N	Trefoil	RaptorN-terminalCASPaselikedomain	Trefoil(P-type)domain
SAPS--Trefoil	1	3.1675641431739e-05	SAPS	Trefoil	SIT4phosphatase-associatedprotein	Trefoil(P-type)domain
DPPIV_N--Treslin_N	1	3.1675641431739e-05	DPPIV_N	Treslin_N	DipeptidylpeptidaseIV(DPPIV)N-terminalregion	TreslinN-terminus
empty--Trimer_CC	1	3.1675641431739e-05	empty	Trimer_CC	NA	Trimerisationmotif
BTB--Tristanin_u2	1	3.1675641431739e-05	BTB	Tristanin_u2	BTB/POZdomain	Unstructuredregiononmethyltransferasebetweenzinc-fingers
Gal-bind_lectin--Tristanin_u2	1	3.1675641431739e-05	Gal-bind_lectin	Tristanin_u2	Galactoside-bindinglectin	Unstructuredregiononmethyltransferasebetweenzinc-fingers
Cystatin--Trm112p	1	3.1675641431739e-05	Cystatin	Trm112p	Cystatindomain	Trm112p-likeprotein
empty--TrmE_N	1	3.1675641431739e-05	empty	TrmE_N	NA	GTP-bindingproteinTrmEN-terminus
empty--Tropomodulin	2	6.3351282863478e-05	empty	Tropomodulin	NA	Tropomodulin
BAH--Tropomyosin	1	3.1675641431739e-05	BAH	Tropomyosin	BAHdomain	Tropomyosin
COLFI--Tropomyosin	1	3.1675641431739e-05	COLFI	Tropomyosin	FibrillarcollagenC-terminaldomain	Tropomyosin
Collagen--Tropomyosin	1	3.1675641431739e-05	Collagen	Tropomyosin	Collagentriplehelixrepeat(20copies)	Tropomyosin
DUF1754--Tropomyosin	1	3.1675641431739e-05	DUF1754	Tropomyosin	Eukaryoticfamilyofunknownfunction(DUF1754)	Tropomyosin
Pkinase_Tyr--Tropomyosin	5	0.000158378207158695	Pkinase_Tyr	Tropomyosin	Proteintyrosinekinase	Tropomyosin
STAT_int--Tropomyosin	1	3.1675641431739e-05	STAT_int	Tropomyosin	STATprotein,proteininteractiondomain	Tropomyosin
empty--Tropomyosin	10	0.00031675641431739	empty	Tropomyosin	NA	Tropomyosin
CH--Troponin	1	3.1675641431739e-05	CH	Troponin	Calponinhomology(CH)domain	Troponin
S10_plectin--Troponin	1	3.1675641431739e-05	S10_plectin	Troponin	Plectin/S10domain	Troponin
empty--TruB_C_2	1	3.1675641431739e-05	empty	TruB_C_2	NA	tRNApseudouridylatesynthaseBC-terminaldomain
empty--TruB_N	1	3.1675641431739e-05	empty	TruB_N	NA	TruBfamilypseudouridylatesynthase(Nterminaldomain)
Laminin_N--TruD	1	3.1675641431739e-05	Laminin_N	TruD	LamininN-terminal(DomainVI)	tRNApseudouridinesynthaseD(TruD)
empty--TruD	1	3.1675641431739e-05	empty	TruD	NA	tRNApseudouridinesynthaseD(TruD)
AKAP2_C--Trypsin	1	3.1675641431739e-05	AKAP2_C	Trypsin	A-kinaseanchorprotein2C-terminus	Trypsin
APP_amyloid--Trypsin	1	3.1675641431739e-05	APP_amyloid	Trypsin	Beta-amyloidprecursorproteinC-terminus	Trypsin
ATF7IP_BD--Trypsin	1	3.1675641431739e-05	ATF7IP_BD	Trypsin	ATF-interactingproteinbindingdomain	Trypsin
Aldo_ket_red--Trypsin	1	3.1675641431739e-05	Aldo_ket_red	Trypsin	Aldo/ketoreductasefamily	Trypsin
C2-set_2--Trypsin	1	3.1675641431739e-05	C2-set_2	Trypsin	CD80-likeC2-setimmunoglobulindomain	Trypsin
CARD_2--Trypsin	1	3.1675641431739e-05	CARD_2	Trypsin	Caspaserecruitmentdomain	Trypsin
CH--Trypsin	1	3.1675641431739e-05	CH	Trypsin	Calponinhomology(CH)domain	Trypsin
Cullin--Trypsin	1	3.1675641431739e-05	Cullin	Trypsin	Cullinfamily	Trypsin
Drf_DAD--Trypsin	1	3.1675641431739e-05	Drf_DAD	Trypsin	DRFAutoregulatoryDomain	Trypsin
ETC_C1_NDUFA4--Trypsin	1	3.1675641431739e-05	ETC_C1_NDUFA4	Trypsin	ETCcomplexIsubunitconservedregion	Trypsin
ETS_PEA3_N--Trypsin	2	6.3351282863478e-05	ETS_PEA3_N	Trypsin	PEA3subfamilyETS-domaintranscriptionfactorNterminaldomain	Trypsin
Ets--Trypsin	2	6.3351282863478e-05	Ets	Trypsin	Ets-domain	Trypsin
FERM_M--Trypsin	1	3.1675641431739e-05	FERM_M	Trypsin	FERMcentraldomain	Trypsin
FH2--Trypsin	1	3.1675641431739e-05	FH2	Trypsin	ForminHomology2Domain	Trypsin
G-patch--Trypsin	1	3.1675641431739e-05	G-patch	Trypsin	G-patchdomain	Trypsin
Gla--Trypsin	1	3.1675641431739e-05	Gla	Trypsin	VitaminK-dependentcarboxylation/gamma-carboxyglutamic(GLA)domain	Trypsin
HMG_box--Trypsin	2	6.3351282863478e-05	HMG_box	Trypsin	HMG(highmobilitygroup)box	Trypsin
Homeobox--Trypsin	1	3.1675641431739e-05	Homeobox	Trypsin	Homeodomain	Trypsin
I-set--Trypsin	2	6.3351282863478e-05	I-set	Trypsin	ImmunoglobulinI-setdomain	Trypsin
JmjC--Trypsin	1	3.1675641431739e-05	JmjC	Trypsin	JmjCdomain,hydroxylase	Trypsin
JmjN--Trypsin	1	3.1675641431739e-05	JmjN	Trypsin	jmjNdomain	Trypsin
LIM--Trypsin	1	3.1675641431739e-05	LIM	Trypsin	LIMdomain	Trypsin
LMBR1--Trypsin	1	3.1675641431739e-05	LMBR1	Trypsin	LMBR1-likemembraneprotein	Trypsin
LRR_9--Trypsin	1	3.1675641431739e-05	LRR_9	Trypsin	Leucine-richrepeat	Trypsin
Lectin_leg-like--Trypsin	2	6.3351282863478e-05	Lectin_leg-like	Trypsin	Legume-likelectinfamily	Trypsin
Membralin--Trypsin	1	3.1675641431739e-05	Membralin	Trypsin	Tumour-associatedprotein	Trypsin
MyTH4--Trypsin	1	3.1675641431739e-05	MyTH4	Trypsin	MyTH4domain	Trypsin
PHD_2--Trypsin	1	3.1675641431739e-05	PHD_2	Trypsin	PHD-finger	Trypsin
Peptidase_M14--Trypsin	1	3.1675641431739e-05	Peptidase_M14	Trypsin	Zinccarboxypeptidase	Trypsin
Pkinase_Tyr--Trypsin	2	6.3351282863478e-05	Pkinase_Tyr	Trypsin	Proteintyrosinekinase	Trypsin
RRM_1--Trypsin	1	3.1675641431739e-05	RRM_1	Trypsin	RNArecognitionmotif.(a.k.a.RRM,RBD,orRNPdomain)	Trypsin
Ribosomal_S25--Trypsin	1	3.1675641431739e-05	Ribosomal_S25	Trypsin	S25ribosomalprotein	Trypsin
Ribosomal_S6--Trypsin	1	3.1675641431739e-05	Ribosomal_S6	Trypsin	RibosomalproteinS6	Trypsin
SCP2--Trypsin	1	3.1675641431739e-05	SCP2	Trypsin	SCP-2steroltransferfamily	Trypsin
SH3_2--Trypsin	1	3.1675641431739e-05	SH3_2	Trypsin	VariantSH3domain	Trypsin
Serpin--Trypsin	1	3.1675641431739e-05	Serpin	Trypsin	Serpin(serineproteaseinhibitor)	Trypsin
TNFR_c6--Trypsin	2	6.3351282863478e-05	TNFR_c6	Trypsin	TNFR/NGFRcysteine-richregion	Trypsin
Thiolase_C--Trypsin	1	3.1675641431739e-05	Thiolase_C	Trypsin	Thiolase,C-terminaldomain	Trypsin
Thiolase_N--Trypsin	1	3.1675641431739e-05	Thiolase_N	Trypsin	Thiolase,N-terminaldomain	Trypsin
cwf21--Trypsin	1	3.1675641431739e-05	cwf21	Trypsin	cwf21domain	Trypsin
empty--Trypsin	35	0.00110864745011086	empty	Trypsin	NA	Trypsin
C2--Trypsin_2	2	6.3351282863478e-05	C2	Trypsin_2	C2domain	Trypsin-likepeptidasedomain
Porin_3--Trypsin_2	1	3.1675641431739e-05	Porin_3	Trypsin_2	Eukaryoticporin	Trypsin-likepeptidasedomain
empty--Tsg	2	6.3351282863478e-05	empty	Tsg	NA	Twistedgastrulation(Tsg)proteinconservedregion
CBFB_NFYA--TspO_MBR	1	3.1675641431739e-05	CBFB_NFYA	TspO_MBR	CCAAT-bindingtranscriptionfactor(CBF-B/NF-YA)subunitB	TspO/MBRfamily
Cadherin--TspO_MBR	1	3.1675641431739e-05	Cadherin	TspO_MBR	Cadherindomain	TspO/MBRfamily
Cadherin_C--TspO_MBR	1	3.1675641431739e-05	Cadherin_C	TspO_MBR	Cadherincytoplasmicregion	TspO/MBRfamily
PMP22_Claudin--Tub	1	3.1675641431739e-05	PMP22_Claudin	Tub	PMP-22/EMP/MP20/Claudinfamily	Tubfamily
Ras--Tub	1	3.1675641431739e-05	Ras	Tub	Rasfamily	Tubfamily
empty--Tub	3	9.5026924295217e-05	empty	Tub	NA	Tubfamily
empty--Tub_N	3	9.5026924295217e-05	empty	Tub_N	NA	TubbyN-terminal
empty--Tuberin	1	3.1675641431739e-05	empty	Tuberin	NA	Tuberin
Oxysterol_BP--Tubulin	2	6.3351282863478e-05	Oxysterol_BP	Tubulin	Oxysterol-bindingprotein	Tubulin/FtsZfamily,GTPasedomain
Pkinase--Tubulin	1	3.1675641431739e-05	Pkinase	Tubulin	Proteinkinasedomain	Tubulin/FtsZfamily,GTPasedomain
SNARE_assoc--Tubulin	1	3.1675641431739e-05	SNARE_assoc	Tubulin	SNAREassociatedGolgiprotein	Tubulin/FtsZfamily,GTPasedomain
SPRY--Tubulin	1	3.1675641431739e-05	SPRY	Tubulin	SPRYdomain	Tubulin/FtsZfamily,GTPasedomain
empty--Tubulin	21	0.000665188470066519	empty	Tubulin	NA	Tubulin/FtsZfamily,GTPasedomain
CPSase_sm_chain--Tubulin-binding	1	3.1675641431739e-05	CPSase_sm_chain	Tubulin-binding	Carbamoyl-phosphatesynthasesmallchain,CPSasedomain	TauandMAPprotein,tubulin-bindingrepeat
GATase--Tubulin-binding	1	3.1675641431739e-05	GATase	Tubulin-binding	Glutamineamidotransferaseclass-I	TauandMAPprotein,tubulin-bindingrepeat
Myb_DNA-binding--Tubulin-binding	49	0.00155210643015521	Myb_DNA-binding	Tubulin-binding	Myb-likeDNA-bindingdomain	TauandMAPprotein,tubulin-bindingrepeat
SWIRM--Tubulin-binding	49	0.00155210643015521	SWIRM	Tubulin-binding	SWIRMdomain	TauandMAPprotein,tubulin-bindingrepeat
SWIRM-assoc_2--Tubulin-binding	50	0.00158378207158695	SWIRM-assoc_2	Tubulin-binding	SWIRM-associateddomainattheN-terminal	TauandMAPprotein,tubulin-bindingrepeat
SWIRM-assoc_3--Tubulin-binding	49	0.00155210643015521	SWIRM-assoc_3	Tubulin-binding	SWIRM-associateddomainattheC-terminal	TauandMAPprotein,tubulin-bindingrepeat
Shisa--Tubulin-binding	1	3.1675641431739e-05	Shisa	Tubulin-binding	WntandFGFinhibitoryregulator	TauandMAPprotein,tubulin-bindingrepeat
empty--Tubulin-binding	3	9.5026924295217e-05	empty	Tubulin-binding	NA	TauandMAPprotein,tubulin-bindingrepeat
empty--Tubulin_C	1	3.1675641431739e-05	empty	Tubulin_C	NA	TubulinC-terminaldomain
empty--Tudor-knot	6	0.000190053848590434	empty	Tudor-knot	NA	RNAbindingactivity-knotofachromodomain
DUF2373--Tweety	2	6.3351282863478e-05	DUF2373	Tweety	Uncharacterisedconservedprotein(DUF2373)	Tweety
MAD--Tweety	8	0.000253405131453912	MAD	Tweety	Mitoticcheckpointprotein	Tweety
Ribosomal_L36e--Tweety	1	3.1675641431739e-05	Ribosomal_L36e	Tweety	RibosomalproteinL36e	Tweety
empty--Tweety	8	0.000253405131453912	empty	Tweety	NA	Tweety
FHA--Tyr_Deacylase	1	3.1675641431739e-05	FHA	Tyr_Deacylase	FHAdomain	D-Tyr-tRNA(Tyr)deacylase
Kinesin--Tyr_Deacylase	1	3.1675641431739e-05	Kinesin	Tyr_Deacylase	Kinesinmotordomain	D-Tyr-tRNA(Tyr)deacylase
Rap_GAP--Tyr_Deacylase	1	3.1675641431739e-05	Rap_GAP	Tyr_Deacylase	Rap/ran-GAP	D-Tyr-tRNA(Tyr)deacylase
empty--Tyr_Deacylase	3	9.5026924295217e-05	empty	Tyr_Deacylase	NA	D-Tyr-tRNA(Tyr)deacylase
HLH--Tyrosinase	2	6.3351282863478e-05	HLH	Tyrosinase	Helix-loop-helixDNA-bindingdomain	Commoncentraldomainoftyrosinase
Hemopexin--Tyrosinase	1	3.1675641431739e-05	Hemopexin	Tyrosinase	Hemopexin	Commoncentraldomainoftyrosinase
LURAP--Tyrosinase	1	3.1675641431739e-05	LURAP	Tyrosinase	Leucinerichadaptorprotein	Commoncentraldomainoftyrosinase
Peptidase_M10--Tyrosinase	1	3.1675641431739e-05	Peptidase_M10	Tyrosinase	Matrixin	Commoncentraldomainoftyrosinase
empty--Tyrosinase	7	0.000221729490022173	empty	Tyrosinase	NA	Commoncentraldomainoftyrosinase
CPSF_A--U-box	1	3.1675641431739e-05	CPSF_A	U-box	CPSFAsubunitregion	U-boxdomain
LRR_6--U-box	1	3.1675641431739e-05	LRR_6	U-box	LeucineRichrepeat	U-boxdomain
MMS1_N--U-box	1	3.1675641431739e-05	MMS1_N	U-box	Mono-functionalDNA-alkylatingmethylmethanesulfonateN-term	U-boxdomain
NACHT--U-box	1	3.1675641431739e-05	NACHT	U-box	NACHTdomain	U-boxdomain
PYRIN--U-box	1	3.1675641431739e-05	PYRIN	U-box	PAAD/DAPIN/Pyrindomain	U-boxdomain
empty--U-box	2	6.3351282863478e-05	empty	U-box	NA	U-boxdomain
fn1--U-box	3	9.5026924295217e-05	fn1	U-box	FibronectintypeIdomain	U-boxdomain
BORG_CEP--U1snRNP70_N	1	3.1675641431739e-05	BORG_CEP	U1snRNP70_N	Cdc42effector	U1smallnuclearribonucleoproteinof70kDaMWNterminal
PBD--U1snRNP70_N	1	3.1675641431739e-05	PBD	U1snRNP70_N	P21-Rho-bindingdomain	U1smallnuclearribonucleoproteinof70kDaMWNterminal
Tim44--U1snRNP70_N	1	3.1675641431739e-05	Tim44	U1snRNP70_N	Tim44-likedomain	U1smallnuclearribonucleoproteinof70kDaMWNterminal
empty--U1snRNP70_N	2	6.3351282863478e-05	empty	U1snRNP70_N	NA	U1smallnuclearribonucleoproteinof70kDaMWNterminal
empty--U3_assoc_6	1	3.1675641431739e-05	empty	U3_assoc_6	NA	U3smallnucleolarRNA-associatedprotein6
IP_trans--U5_2-snRNA_bdg	1	3.1675641431739e-05	IP_trans	U5_2-snRNA_bdg	Phosphatidylinositoltransferprotein	U5-snRNAbindingsite2ofPrP8
IP_trans--U6-snRNA_bdg	1	3.1675641431739e-05	IP_trans	U6-snRNA_bdg	Phosphatidylinositoltransferprotein	U6-snRNAinteractingdomainofPrP8
BTB--UAA	1	3.1675641431739e-05	BTB	UAA	BTB/POZdomain	UAAtransporterfamily
GST_C_3--UAA	1	3.1675641431739e-05	GST_C_3	UAA	GlutathioneS-transferase,C-terminaldomain	UAAtransporterfamily
MATH--UAA	1	3.1675641431739e-05	MATH	UAA	MATHdomain	UAAtransporterfamily
Thyroglobulin_1--UAA	1	3.1675641431739e-05	Thyroglobulin_1	UAA	Thyroglobulintype-1repeat	UAAtransporterfamily
PDCD2_C--UAE_UbL	1	3.1675641431739e-05	PDCD2_C	UAE_UbL	Programmedcelldeathprotein2,C-terminalputativedomain	Ubiquitin/SUMO-activatingenzymeubiquitin-likedomain
empty--UAE_UbL	2	6.3351282863478e-05	empty	UAE_UbL	NA	Ubiquitin/SUMO-activatingenzymeubiquitin-likedomain
BAH--UBA	1	3.1675641431739e-05	BAH	UBA	BAHdomain	UBA/TS-Ndomain
C2--UBA	1	3.1675641431739e-05	C2	UBA	C2domain	UBA/TS-Ndomain
Calreticulin--UBA	1	3.1675641431739e-05	Calreticulin	UBA	Calreticulinfamily	UBA/TS-Ndomain
Choline_transpo--UBA	1	3.1675641431739e-05	Choline_transpo	UBA	Plasma-membranecholinetransporter	UBA/TS-Ndomain
DUF1154--UBA	2	6.3351282863478e-05	DUF1154	UBA	Proteinofunknownfunction(DUF1154)	UBA/TS-Ndomain
Drf_DAD--UBA	1	3.1675641431739e-05	Drf_DAD	UBA	DRFAutoregulatoryDomain	UBA/TS-Ndomain
Drf_FH3--UBA	1	3.1675641431739e-05	Drf_FH3	UBA	DiaphanousFH3Domain	UBA/TS-Ndomain
Drf_GBD--UBA	1	3.1675641431739e-05	Drf_GBD	UBA	DiaphanousGTPase-bindingDomain	UBA/TS-Ndomain
ELM2--UBA	1	3.1675641431739e-05	ELM2	UBA	ELM2domain	UBA/TS-Ndomain
Eapp_C--UBA	1	3.1675641431739e-05	Eapp_C	UBA	E2F-associatedphosphoprotein	UBA/TS-Ndomain
FERM_N--UBA	1	3.1675641431739e-05	FERM_N	UBA	FERMN-terminaldomain	UBA/TS-Ndomain
FH2--UBA	2	6.3351282863478e-05	FH2	UBA	ForminHomology2Domain	UBA/TS-Ndomain
HpcH_HpaI--UBA	1	3.1675641431739e-05	HpcH_HpaI	UBA	HpcH/HpaIaldolase/citratelyasefamily	UBA/TS-Ndomain
Lig_chan--UBA	2	6.3351282863478e-05	Lig_chan	UBA	Ligand-gatedionchannel	UBA/TS-Ndomain
LisH--UBA	1	3.1675641431739e-05	LisH	UBA	LisH	UBA/TS-Ndomain
Polyketide_cyc--UBA	2	6.3351282863478e-05	Polyketide_cyc	UBA	Polyketidecyclase/dehydraseandlipidtransport	UBA/TS-Ndomain
empty--UBA	25	0.000791891035793475	empty	UBA	NA	UBA/TS-Ndomain
empty--UBA2_C	1	3.1675641431739e-05	empty	UBA2_C	NA	SUMO-activatingenzymesubunit2C-terminus
CCDC50_N--UBA_4	1	3.1675641431739e-05	CCDC50_N	UBA_4	Coiled-coildomain-containingprotein50N-terminus	UBA-likedomain
CENP-R--UBA_4	1	3.1675641431739e-05	CENP-R	UBA_4	Kinetochorecomponent,CENP-R	UBA-likedomain
DUF1115--UBA_4	1	3.1675641431739e-05	DUF1115	UBA_4	Proteinofunknownfunction(DUF1115)	UBA-likedomain
DUF3808--UBA_4	1	3.1675641431739e-05	DUF3808	UBA_4	Proteinofunknownfunction(DUF3808)	UBA-likedomain
EF-hand_4--UBA_4	1	3.1675641431739e-05	EF-hand_4	UBA_4	Cytoskeletal-regulatorycomplexEFhand	UBA-likedomain
FH2--UBA_4	1	3.1675641431739e-05	FH2	UBA_4	ForminHomology2Domain	UBA-likedomain
HOOK--UBA_4	1	3.1675641431739e-05	HOOK	UBA_4	HOOKprotein	UBA-likedomain
LRR_8--UBA_4	1	3.1675641431739e-05	LRR_8	UBA_4	Leucinerichrepeat	UBA-likedomain
PDZ--UBA_4	1	3.1675641431739e-05	PDZ	UBA_4	PDZdomain	UBA-likedomain
PRP3--UBA_4	1	3.1675641431739e-05	PRP3	UBA_4	pre-mRNAprocessingfactor3(PRP3)	UBA-likedomain
PTH2--UBA_4	1	3.1675641431739e-05	PTH2	UBA_4	Peptidyl-tRNAhydrolasePTH2	UBA-likedomain
PWI--UBA_4	1	3.1675641431739e-05	PWI	UBA_4	PWIdomain	UBA-likedomain
Pkinase_Tyr--UBA_4	2	6.3351282863478e-05	Pkinase_Tyr	UBA_4	Proteintyrosinekinase	UBA-likedomain
Ski_Sno--UBA_4	1	3.1675641431739e-05	Ski_Sno	UBA_4	SKI/SNO/DACfamily	UBA-likedomain
c-SKI_SMAD_bind--UBA_4	1	3.1675641431739e-05	c-SKI_SMAD_bind	UBA_4	c-SKISmad4bindingdomain	UBA-likedomain
empty--UBA_4	24	0.000760215394361736	empty	UBA_4	NA	UBA-likedomain
Actin--UBA_5	1	3.1675641431739e-05	Actin	UBA_5	Actin	UBAdomain
MHC_I--UBA_5	1	3.1675641431739e-05	MHC_I	UBA_5	ClassIHistocompatibilityantigen,domainsalpha1and2	UBAdomain
empty--UBA_e1_thiolCys	2	6.3351282863478e-05	empty	UBA_e1_thiolCys	NA	Ubiquitin-activatingenzymeactivesite
