Cancer,TCGA_barcode,Gene_A,Gene_B,Chr_A,Chr_B,Strand_A,Strand_B,Discordant_Pairs,JSR,perfect_JSR,Evalue,Junction_A,Junction_B,Tier,Frame,TN,WGS_validation,Centrality,liftover_pos1,liftover_pos2
SARC,JV-A75J-01A,NSMCE2,EXT1,8,8,1,-1,4,4,4,1.2,126163519,118817132,tier1,Out-of-frame,11800,NA,0.35507,125151277,117804893
SARC,JV-A75J-01A,NUBP2,RHBDL1,16,16,1,1,4,9,8,0.002,1833037,726971,tier1,Out-of-frame,11849,NA,0.34201,1783036,676971
SARC,JV-A75J-01A,PANK1,CRYBB1,10,22,-1,-1,22,40,38,1.6,91404357,27008154,tier2,Out-of-frame,12238,NA,0.34565,89644600,26612190
SARC,JV-A75J-01A,PCNT,NSMCE2,21,8,1,1,7,9,4,0.01,47771454,126163413,tier2,In-frame,12428,NA,0.34406,46351540,125151171
SARC,JV-A75J-01A,SLC7A1,AKNA,13,9,-1,-1,11,5,5,0.045,30169553,117143726,tier1,5UTR-5UTR,16285,NA,NA,29595416,114381446
SARC,JV-A75J-01A,UBB,STARD9,17,15,1,1,2,2,1,0.68,16286054,42986726,tier3,3UTR-CDS,19052,NA,NA,16382740,42694528
SARC,JV-A75J-01A,UVRAG,NOM1,11,7,1,1,4,1,1,0.021,75728024,156746797,tier3,In-frame,19481,NA,NA,76016980,156954103
SARC,K1-A3PN-01A,TAGLN,RFWD2,11,1,1,-1,2,3,1,0.005,117075503,176129420,tier4,NA,17356,non-validated,NA,117204787,176160284
SARC,K1-A3PN-02A,VAX2,UBE2CBP,2,6,1,-1,5,3,3,100,71148415,83667169,tier1,Out-of-frame,19527,validated,NA,70921285,82957450
SARC,K1-A3PO-01A,TTC7A,AC016722.2,2,2,1,1,6,1,1,100,47288110,47083062,tier3,NA,18887,NA,NA,47060971,46855923
SARC,K1-A3PO-01A,CALM2,TTC7A,2,2,-1,1,21,10,10,0.83,47397873,47233061,tier1,Out-of-frame,2909,NA,0.38181,47170734,47005922
SARC,K1-A3PO-01A,DOT1L,SSBP3,19,1,1,-1,2,5,5,0.16,2164264,54694499,tier3,In-frame,5068,NA,0.34133,2164265,54228826
SARC,K1-A3PO-01A,EEF2,SMARCA4,19,19,-1,1,2401,2401,2216,0.19,3982805,11151983,tier1,In-frame,5316,NA,0.38062,3982807,11041307
SARC,K1-A3PO-01A,PRKD3,TMEM51,2,1,-1,1,11,6,6,0.43,37520276,15536986,tier1,CDS-5UTR,13566,NA,0.36948,37293133,15210490
SARC,K1-A3PO-01A,RBM6,TTC7A,3,2,1,1,4,9,7,0.21,50106197,47287908,tier1,Out-of-frame,14489,NA,NA,50068764,47060769
SARC,K1-A3PO-01A,SCMH1,CASP9,1,1,-1,-1,7,21,14,0.15,41707731,15844890,tier1,5UTR-CDS,15413,NA,NA,41242059,15518395
SARC,K1-A3PO-01A,SPSB1,TAF12,1,1,1,-1,10,28,4,0.15,9353130,28948677,tier1,5UTR-5UTR,16779,NA,NA,9293071,28622165
SARC,K1-A3PO-01A,THRAP3,NFIA,1,1,1,1,11,6,6,0.43,36725085,61869776,tier1,5UTR-CDS,17792,NA,NA,36259484,61404104
SARC,K1-A42X-01A,HHIPL1,CCNK,14,14,1,1,4,4,4,3.2,100111799,99973413,tier1,Out-of-frame,7744,NA,0.37642,99645462,99507076
SARC,K1-A42X-01A,ZDHHC14,ARID1B,6,6,1,1,6,6,6,0.015,157803298,157431606,tier1,Out-of-frame,20194,NA,NA,157382266,157110472
SARC,K1-A42X-01A,AAGAB,SMAD3,15,15,-1,1,11,4,4,2.2,67500900,67457233,tier1,Out-of-frame,7,NA,0.3763,67208562,67164895
SARC,K1-A42X-01A,ATRN,UQCRB,20,8,1,-1,23,20,19,0.49,3541552,97245455,tier1,In-frame,1789,NA,0.3561,3560905,96233227
SARC,K1-A42X-01A,LATS2,MYLK,13,3,-1,-1,165,93,91,2,21635485,123386034,tier1,5UTR-CDS,9247,NA,0.38854,21061346,123667187
SARC,K1-A42X-01A,SMAD3,AAGAB,15,15,1,-1,58,22,21,2.2,67358698,67495236,tier1,Out-of-frame,16338,NA,NA,67066360,67202898
SARC,K1-A42X-01A,THOC1,GLI3,18,7,-1,-1,9,10,10,0.18,223440,42262894,tier1,CDS-5UTR,17770,NA,NA,223440,42223295
SARC,K1-A42X-01A,TOPBP1,SPDEF,3,6,-1,-1,15,8,7,0.36,133341935,34512261,tier1,CDS-5UTR,18454,NA,NA,133623091,34544484
SARC,K1-A42X-01A,UHRF1BP1L,RP11-181C3.1,12,12,-1,-1,4,7,6,0.008,100536370,98887262,tier1,Out-of-frame,19212,NA,NA,100142592,98493484
SARC,K1-A42X-01A,ZNF236,QRSL1,18,6,1,1,30,35,35,0.34,74563895,107088224,tier1,In-frame,20409,NA,NA,76851939,106640349
SARC,K1-A42X-02A,HHIPL1,CCNK,14,14,1,1,5,2,2,3.2,100111799,99973413,tier1,Out-of-frame,7745,NA,0.37642,99645462,99507076
SARC,K1-A42X-02A,AAGAB,SMAD3,15,15,-1,1,5,8,8,2.2,67500900,67457233,tier1,Out-of-frame,8,NA,0.3763,67208562,67164895
SARC,K1-A42X-02A,ATRN,UQCRB,20,8,1,-1,31,19,17,0.49,3541552,97245455,tier1,In-frame,1790,NA,0.3561,3560905,96233227
SARC,K1-A42X-02A,FARS2,KPNA4,6,3,1,-1,3,1,1,0.048,5261893,160254628,tier2,5UTR-CDS,6253,NA,0.36311,5261660,160536840
SARC,K1-A42X-02A,LATS2,MYLK,13,3,-1,-1,111,54,51,2,21635485,123386034,tier1,5UTR-CDS,9248,NA,0.38854,21061346,123667187
SARC,K1-A42X-02A,SMAD3,AAGAB,15,15,1,-1,45,15,15,2.2,67358698,67495236,tier1,Out-of-frame,16339,NA,NA,67066360,67202898
SARC,K1-A42X-02A,THOC1,GLI3,18,7,-1,-1,4,3,3,0.18,223440,42262894,tier1,CDS-5UTR,17771,NA,NA,223440,42223295
SARC,K1-A42X-02A,TOPBP1,SPDEF,3,6,-1,-1,36,17,17,0.36,133341935,34512261,tier1,CDS-5UTR,18455,NA,NA,133623091,34544484
SARC,K1-A42X-02A,TPT1,PEX1,13,7,-1,-1,2,5,3,0.17,45911008,92146729,tier3,3UTR-5UTR,18512,NA,NA,45336873,92517415
SARC,K1-A42X-02A,ZNF236,QRSL1,18,6,1,1,42,22,21,0.34,74563895,107088224,tier1,In-frame,20410,NA,NA,76851939,106640349
SARC,K1-A6RT-01A,CACNA2D1,PTPN12,7,7,-1,1,4,2,2,0.92,81964451,77200395,tier1,In-frame,2868,NA,0.37142,82335135,77571078
SARC,K1-A6RT-01A,PPP6R3,ATP6V0D2,11,8,1,1,5,4,4,0.037,68228295,87100629,tier1,NA,13456,NA,0.33017,68460827,86088400
SARC,K1-A6RT-01A,PTPN12,AC027763.2,7,17,1,-1,3,2,2,1.2,77212967,6913208,tier1,In-frame,13817,NA,0.36628,77583650,7009889
SARC,K1-A6RT-01A,RALGPS1,NUP210L,9,1,1,-1,3,5,5,1.3,129677291,153967656,tier1,5UTR-CDS,14235,NA,NA,126915012,153995180
SARC,K1-A6RU-01A,AGTPBP1,DAPK1,9,9,-1,1,2,3,3,0.077,88356690,90252858,tier2,5UTR-CDS,675,NA,0.38413,85741775,87637943
SARC,K1-A6RU-01A,AKAP2,AGTPBP1,9,9,1,-1,2,3,3,0.31,112811135,88327481,tier2,CDS-5UTR,737,NA,0.35801,110048855,85712566
SARC,K1-A6RU-01A,APBA1,SUSD1,9,9,-1,-1,11,6,6,0.42,72071163,114804240,tier1,Out-of-frame,1100,NA,0.3602,69456247,112041960
SARC,K1-A6RU-01A,C21orf70,FER,21,5,1,1,3,3,3,0.032,46380083,108436097,tier1,In-frame,2663,NA,NA,44960168,109100396
SARC,K1-A6RU-01A,CORO1C,RBFOX1,12,16,-1,1,4,10,9,0.047,109094900,7568149,tier1,In-frame,4078,NA,0.35417,108701124,7518147
SARC,K1-A6RU-01A,FAM102A,RAD23B,9,9,-1,1,22,27,26,0.61,130742271,110081033,tier1,Out-of-frame,5994,NA,0.36476,127979992,107318752
SARC,K1-A6RU-01A,KIF27,TRPM6,9,9,-1,-1,2,5,4,0.12,86495212,77347652,tier2,Out-of-frame,8998,NA,0.36647,83880297,74732736
SARC,K1-A6RU-01A,RMI1,LCN2,9,9,1,1,32,26,3,1.6,86595806,130913917,tier1,NA,14709,NA,NA,83980891,128151638
SARC,K1-A6RU-01A,RP11-101E3.5,APBA1,9,9,1,-1,5,9,6,100,131715125,72132195,tier1,NA,14912,NA,NA,128952846,69517279
SARC,K1-A6RU-01A,SKIV2L2,GPBP1,5,5,1,1,3,1,1,0.66,54603975,56509901,tier2,CDS-5UTR,15994,NA,NA,55308147,57214074
SARC,K1-A6RU-01A,SULF2,TSHZ2,20,20,-1,1,11,2,2,0.39,46365447,52103683,tier1,CDS-3UTR,17179,NA,NA,47736703,53487144
SARC,K1-A6RU-01A,SVEP1,TJP2,9,9,-1,1,30,22,19,2,113275206,71864291,tier1,Out-of-frame,17217,NA,NA,110512926,69249375
SARC,K1-A6RU-01A,ZCCHC6,ASPN,9,9,-1,-1,2,1,1,0.5,88934499,95237209,tier4,CDS-5UTR,20166,NA,NA,86319584,92474927
SARC,K1-A6RV-01A,AGPAT9,COPS4,4,4,1,1,37,23,20,0.74,84465755,83987591,tier1,In-frame,662,NA,0.35414,83544602,83066438
SARC,K1-A6RV-01A,PDCD11,FBXL15,10,10,1,1,26,24,20,0.54,105166547,104180809,tier1,NA,12449,NA,0.35328,103406790,102421052
SARC,K1-A6RV-01A,AEBP1,SLC38A5,7,X,1,-1,2,13,13,0.009,44154161,48327824,tier3,3UTR-5UTR,558,NA,0.36139,44114562,48469436
SARC,K1-A6RV-01A,DIP2C,ORC4,10,2,-1,-1,3,11,9,3,735434,148733544,tier1,CDS-5UTR,4844,NA,0.33611,689494,147975975
SARC,K1-A6RV-01A,GALNT13,SMYD1,2,2,1,1,35,23,20,0.021,154997018,88383835,tier1,In-frame,6923,NA,0.35595,154140505,88084316
SARC,K1-A6RV-01A,NTM,SORL1,11,11,1,1,15,13,9,0.35,131781542,121475822,tier1,Out-of-frame,11828,NA,0.36106,131911648,121605113
SARC,K1-A6RV-01A,PC,CTTN,11,11,-1,1,3,1,1,1.7,66719901,70251371,tier2,5UTR-5UTR,12355,NA,0.3807,66952430,70405265
SARC,K1-A6RV-01A,RASA1,XRCC4,5,5,1,1,7,5,4,0.79,86645181,82648944,tier1,In-frame,14351,NA,NA,87349364,83353125
SARC,K1-A6RV-01A,TCF7L1,GFPT1,2,2,1,-1,8,1,1,100,85361573,69601245,tier2,Out-of-frame,17598,NA,NA,85134450,69374113
SARC,K1-A6RV-01A,ZBTB20,MTL5,3,11,-1,-1,20,7,7,0.47,114219199,68475968,tier1,5UTR-CDS,20095,NA,NA,114500352,68708500
SARC,KD-A5QS-01A,AMOTL1,PIWIL4,11,11,1,1,3,4,3,1,94501726,94340605,tier1,Out-of-frame,882,NA,0.34578,94768560,94607439
SARC,KD-A5QS-01A,STRN,HEATR5B,2,2,-1,-1,14,20,17,0.58,37193373,37216002,tier1,In-frame,17112,NA,NA,36966230,36988859
SARC,KD-A5QS-01A,FAM118A,VAPB,22,20,1,1,16,10,10,0.28,45706064,57014001,tier1,5UTR-CDS,6020,NA,0.35542,45310183,58438945
SARC,KD-A5QS-01A,HEATR6,STXBP4,17,17,-1,1,4,1,1,0.87,58156057,53108529,tier2,In-frame,7666,NA,0.35902,60078696,55031168
SARC,KD-A5QS-01A,KIAA1033,PRDM4,12,12,1,-1,3,2,2,0.87,105514982,108147886,tier1,Out-of-frame,8820,NA,0.36252,105121204,107754109
SARC,KD-A5QT-01A,ARHGAP44,ZSWIM7,17,17,1,-1,33,20,20,1.1,12832363,15884458,tier1,In-frame,1261,NA,0.32641,12929046,15981144
SARC,KD-A5QT-01A,HS6ST3,FAM155A,13,13,1,-1,23,26,25,1.5,96743823,107823134,tier1,Out-of-frame,7970,NA,0.33558,96091569,107170786
SARC,KD-A5QU-01A,CNKSR3,FBXO5,6,6,-1,-1,3,4,3,0.9,154731477,153296756,tier1,In-frame,3906,NA,0.36642,154410343,152975621
SARC,KD-A5QU-01A,DACH1,TNFSF11,13,13,-1,1,9,2,1,0.12,72204688,43180633,tier2,In-frame,4536,NA,0.37782,71630556,42606497
SARC,KD-A5QU-01A,DLG4,KRT8,17,12,-1,-1,34,29,28,0.33,7120437,53298811,tier1,CDS-5UTR,4886,NA,0.38392,7217118,52905027
SARC,KD-A5QU-01A,EEF2,LAMA4,19,6,-1,-1,2,5,3,0.74,3976055,112507969,tier3,3UTR-CDS,5309,NA,0.3768,3976057,112186767
SARC,KD-A5QU-01A,PDE4D,C4orf14,5,4,-1,-1,6,4,4,3.5,58476421,57840188,tier1,In-frame,12475,NA,NA,59180595,56974022
SARC,KF-A41W-01A,MCF2L,ATP11A,13,13,1,1,2,2,2,0.17,113556685,113478658,tier3,In-frame,10086,NA,0.37391,112902371,112824344
SARC,KF-A41W-01A,TMCO3,ATP11A,13,13,1,1,62,17,16,0.96,114193822,113439449,tier1,Out-of-frame,17903,NA,NA,113539507,112785135
SARC,KF-A41W-01A,ATP11A,ADPRHL1,13,13,1,-1,14,7,6,0.59,113439571,114088182,tier1,Out-of-frame,1663,NA,0.34572,112785257,113433867
SARC,KF-A41W-01A,DCUN1D2,ATP11A,13,13,-1,1,19,15,14,2.9,114134890,113439449,tier1,Out-of-frame,4618,NA,0.34829,113480575,112785135
SARC,KF-A41W-01A,SLC39A14,IL4I1,8,19,1,-1,8,11,10,0.39,22224921,50399310,tier1,5UTR-CDS,16201,NA,NA,22367408,49896053
SARC,KF-A41W-01A,TMCO3,PRKCZ,13,1,1,1,3,5,5,0.88,114193822,2100957,tier1,Out-of-frame,17905,NA,NA,113539507,2169518
SARC,KF-A41W-01A,TSHZ1,RNASEH2B,18,13,1,1,2,1,1,0.98,72923198,51501543,tier2,5UTR-CDS,18773,NA,NA,75211243,50927407
SARC,KF-A41W-01A,VMP1,BRCA1,17,17,1,-1,4,2,2,0.56,57851246,41234592,tier1,In-frame,19588,NA,NA,59773885,43082575
SARC,LI-A67I-01A,AUTS2,ACTR1A,7,10,1,-1,8,8,8,0.18,69364484,104250370,tier1,In-frame,1824,NA,0.36266,69899498,102490613
SARC,LI-A67I-01A,BGN,SEC63,X,6,1,-1,2,15,12,0.16,152775004,108214782,tier3,NA,2082,NA,0.36514,153509546,107893578
SARC,LI-A67I-01A,EIF4EBP1,ADAM18,8,8,1,1,2,3,2,100,37888236,39564309,tier3,Out-of-frame,5457,NA,0.36879,38030718,39706790
SARC,LI-A9QH-01A,SPEN,PLEKHM2,1,1,1,1,57,47,40,0.042,16203173,16060292,tier1,Out-of-frame,16716,NA,NA,15876678,15733797
SARC,LI-A9QH-01A,ADAMTS17,SLC12A1,15,15,-1,1,5,5,5,1,100871094,48548008,tier1,In-frame,440,NA,0.36052,100330889,48255811
SARC,LI-A9QH-01A,CLASP2,STT3B,3,3,-1,1,5,3,2,0.091,33725851,31617888,tier1,In-frame,3755,NA,0.3554,33684359,31576396
SARC,LI-A9QH-01A,EPN2,PIBF1,17,13,1,1,9,13,13,0.54,19140844,73467922,tier1,5UTR-CDS,5690,NA,0.3614,19237531,72893784
SARC,LI-A9QH-01A,ESD,FAM124A,13,13,-1,1,5,4,3,0.18,47367532,51825604,tier1,5UTR-CDS,5803,NA,0.36179,46793397,51251468
SARC,LI-A9QH-01A,FBN1,C19orf2,15,19,-1,1,56,67,62,1.1,48936803,30476130,tier1,In-frame,6286,NA,NA,48644606,29985223
SARC,LI-A9QH-01A,HIF1A,C14orf37,14,14,1,-1,7,5,5,0.91,62162557,58606132,tier1,CDS-5UTR,7754,NA,NA,61695839,58139414
SARC,LI-A9QH-01A,OXSR1,PDCD6IP,3,3,1,1,2,1,1,1,38271226,33870330,tier2,In-frame,12131,NA,0.37668,38229735,33828838
SARC,LI-A9QH-01A,PDZRN3,CACNA2D3,3,3,-1,1,5,5,5,0.56,73651505,54420742,tier1,In-frame,12588,NA,0.37357,73602354,54386715
SARC,LI-A9QH-01A,RB1,DIAPH3,13,13,1,-1,16,11,9,0.24,48881542,60707123,tier1,In-frame,14401,NA,NA,48307406,60132989
SARC,LI-A9QH-01A,SETD2,CCRL2,3,3,-1,1,103,8,7,0.15,47139445,46449559,tier1,In-frame,15687,NA,NA,47097955,46408068
SARC,LI-A9QH-01A,TIPIN,ATP8B4,15,15,-1,-1,2,4,3,1,66648977,50226379,tier2,5UTR-CDS,17836,NA,NA,66356639,49934182
SARC,LI-A9QH-01A,ZNF507,FXYD1,19,19,1,1,20,21,20,1.9,32851524,35630980,tier1,CDS-5UTR,20531,NA,NA,32360618,35140076
SARC,MB-A5Y8-01A,ANKRD13C,PTGER3,1,1,-1,-1,6,3,3,0.28,70766447,71440071,tier1,In-frame,966,NA,0.35672,70300764,70974388
SARC,MB-A5Y9-01A,DYNC1H1,MARCH11,14,5,1,-1,4,7,7,0.89,102494478,16091190,tier1,In-frame,5205,NA,NA,102028141,16091081
SARC,MB-A5Y9-01A,SKIV2L2,MACROD2,5,20,1,1,2,13,13,2.6,54718810,15866409,tier3,In-frame,15995,NA,NA,55422982,15885764
SARC,MB-A8JK-01A,NEO1,ZFAT,15,8,1,-1,23,21,19,0.097,73428368,135669980,tier1,In-frame,11382,NA,0.3747,73136027,134657737
SARC,MB-A8JK-01A,NFIX,SEMA3A,19,7,1,-1,3,7,7,4,13136366,83614793,tier1,Out-of-frame,11505,NA,0.37387,13025552,83985477
SARC,MB-A8JL-01A,ADAL,C15orf43,15,15,1,1,8,8,7,0.16,43638178,45266065,tier1,Out-of-frame,402,NA,NA,43345980,44973867
SARC,MB-A8JL-01A,CALCOCO1,FAM19A2,12,12,-1,-1,3,1,1,0.57,54118871,62261207,tier2,CDS-5UTR,2897,NA,0.36739,53725087,61867426
SARC,MB-A8JL-01A,KIAA1267,PYY,17,17,-1,-1,7,8,8,0.68,44248221,42043900,tier1,CDS-5UTR,8850,NA,0.36828,46170855,43966532
SARC,MB-A8JL-01A,LRIG3,XRCC6BP1,12,12,-1,1,156,136,129,0.18,59307763,58339411,tier1,Out-of-frame,9503,NA,0.35371,58913982,57945628
SARC,MB-A8JL-01A,PPM1H,PDZRN4,12,12,-1,1,8,11,10,0.7,63087716,41900258,tier1,In-frame,13324,NA,0.34926,62693936,41506456
SARC,MB-A8JL-01A,RBMS1,NT5DC4,2,2,-1,1,5,5,4,0.93,161349800,113479395,tier1,Out-of-frame,14490,NA,NA,160493289,112721818
SARC,MB-A8JL-01A,RBMS1,SLC20A1,2,2,-1,1,31,8,6,0.15,161349800,113420441,tier1,In-frame,14492,NA,NA,160493289,112662864
SARC,MB-A8JL-01A,TMEM117,RP11-366L20.2,12,12,1,-1,11,5,5,0.45,44338145,66260734,tier1,Out-of-frame,17940,NA,NA,43944342,65866954
SARC,MJ-A68H-01A,CDH2,EPB41L3,18,18,-1,-1,34,18,15,2.5,25727637,5489193,tier1,CDS-5UTR,3386,NA,0.3761,28147673,5489194
SARC,MJ-A68H-01A,RBFOX2,C18orf45,22,18,-1,-1,4,2,2,8.8,36334895,20878031,tier1,Out-of-frame,14423,NA,NA,35938847,23298067
SARC,MJ-A68H-01A,SIN3B,C19orf57,19,19,1,-1,3,3,3,0.003,16952779,13996868,tier1,In-frame,15937,NA,NA,16841968,13886055
SARC,MJ-A850-01A,SS18,SSX1,18,X,-1,1,169,234,213,100,23612363,48123217,tier1,In-frame,16901,NA,NA,26032399,48263782
SARC,N1-A6IA-01A,MGAT4B,RNF130,5,5,-1,-1,5,6,5,1,179225165,179347426,tier1,Out-of-frame,10314,non-validated,0.36298,179798165,179920426
SARC,N1-A6IA-01A,RBM4B,PITPNM1,11,11,-1,-1,2,1,1,4.3,66436086,67261064,tier2,3UTR-CDS,14484,non-validated,NA,66668615,67493593
SARC,N1-A6IA-01A,AGAP1,AC131097.4,2,2,1,-1,2,3,3,0.13,236706530,242839485,tier3,In-frame,607,non-validated,0.36292,235797886,241897334
SARC,N1-A6IA-01A,GPATCH8,METTL16,17,17,-1,-1,6,11,9,1.4,42512433,2381179,tier1,Out-of-frame,7313,validated,0.34186,44435065,2477885
SARC,N1-A6IA-01A,HELZ,OAZ1,17,19,-1,1,39,15,14,0.56,65199435,2272734,tier1,Out-of-frame,7695,validated,0.35224,67203319,2272735
SARC,N1-A6IA-01A,RB1,MED4,13,13,1,-1,36,27,25,0.029,48916850,48664554,tier1,In-frame,14409,non-validated,NA,48342714,48090418
SARC,N1-A6IA-01A,SMEK2,KYNU,2,2,-1,1,2,4,3,0.34,55842587,143642918,tier3,CDS-5UTR,16412,non-validated,NA,55615451,142885349
SARC,PC-A5DK-01A,KLHL1,HNRNPF,13,10,-1,-1,4,4,4,1.4,70370870,43892038,tier1,CDS-5UTR,9055,NA,0.37216,69796738,43396590
SARC,PC-A5DK-01A,SLC35F3,KLHL1,1,13,1,-1,10,2,2,1.5,234367487,70371094,tier1,Out-of-frame,16166,NA,NA,234231741,69796962
SARC,PC-A5DL-01A,MYO1D,ACCN1,17,17,-1,-1,5,2,2,0.64,31203796,31355410,tier1,Out-of-frame,10971,NA,0.37022,32876778,33028392
SARC,PC-A5DL-01A,SLC47A2,SPECC1,17,17,-1,1,4,3,3,2.3,19617138,20013740,tier1,Out-of-frame,16268,NA,NA,19713825,20110427
SARC,PC-A5DM-01A,FSTL1,CPOX,3,3,-1,-1,15,10,8,0.049,120128379,98304503,tier1,Out-of-frame,6811,NA,0.34483,120409532,98585659
SARC,PC-A5DM-01A,SACS,MYO16,13,13,-1,1,5,3,3,1.1,23985359,109831890,tier1,Out-of-frame,15260,NA,NA,23411220,109179542
SARC,PC-A5DM-01A,STXBP5,TNFRSF19,6,13,1,1,12,6,6,0.078,147660520,24247511,tier1,Out-of-frame,17151,NA,NA,147339384,23673372
SARC,PC-A5DN-01A,ANO2,NUDT3,12,6,-1,-1,24,22,20,0.051,5915218,34263462,tier1,In-frame,1028,NA,0.35921,5806052,34295685
SARC,PC-A5DN-01A,ATF7IP,FAM83B,12,6,1,1,45,35,29,0.16,14518761,54804504,tier1,5UTR-CDS,1610,NA,0.36606,14365827,54939706
SARC,PC-A5DN-01A,BEST3,C12orf28,12,12,-1,1,27,18,16,0.39,70065208,70249060,tier1,CDS-5UTR,2072,NA,NA,69671428,69855280
SARC,PC-A5DN-01A,BGN,ZNFX1,X,20,1,-1,2,87,75,0.18,152775004,47863418,tier4,3UTR-CDS,2087,NA,0.3632,153509546,49246881
SARC,PC-A5DN-01A,BRPF3,UNC119B,6,12,1,1,3,3,3,0.006,36164747,121157723,tier1,5UTR-CDS,2229,NA,0.35652,36196970,120719920
SARC,PC-A5DN-01A,C6orf52,DST,6,6,-1,-1,5,4,4,0.58,10694727,56765419,tier1,5UTR-CDS,2772,NA,NA,10694494,56900621
SARC,PC-A5DN-01A,CLIP1,FKBP5,12,6,-1,-1,10,23,22,0.13,122907068,35688325,tier1,5UTR-5UTR,3796,NA,0.37799,122422521,35720548
SARC,PC-A5DN-01A,COX6A1,PPP1R12A,12,12,1,-1,23,8,7,100,120876032,80266718,tier1,Out-of-frame,4089,NA,0.37566,120438229,79872938
SARC,PC-A5DN-01A,CPSF6,CCNL2,12,1,1,-1,4,3,3,0.22,69656342,1326245,tier1,3UTR-CDS,4150,NA,0.3724,69262562,1390865
SARC,PC-A5DN-01A,GTF2H3,NUAK1,12,12,1,-1,3,7,7,0.053,124118419,106466621,tier1,Out-of-frame,7535,NA,0.37497,123633872,106072843
SARC,PC-A5DN-01A,KCNMB4,GLIPR1L2,12,12,1,1,145,88,72,1.5,70760850,75816684,tier1,Out-of-frame,8592,NA,0.347,70367070,75422904
SARC,PC-A5DN-01A,MAPKAPK5,UNC119B,12,12,1,1,7,6,4,0.4,112326422,121157723,tier1,Out-of-frame,9971,NA,0.37948,111888618,120719920
SARC,PC-A5DN-01A,NUAK1,C12orf65,12,12,-1,1,27,17,17,0.91,106477642,123738194,tier1,CDS-5UTR,11843,NA,NA,106083864,123253647
SARC,PC-A5DN-01A,SSR1,NTF3,6,12,-1,1,3,3,3,1.4,7290101,5603360,tier1,Out-of-frame,16921,NA,NA,7289868,5494194
SARC,PC-A5DN-01A,VPS29,HSPB8,12,12,-1,1,406,422,383,1.4,110933817,119658519,tier1,NA,19642,NA,NA,110496012,119220714
SARC,PC-A5DO-01A,CYP7B1,EPS15,8,1,-1,-1,13,6,5,1.4,65517239,51946986,tier1,In-frame,4508,NA,0.37215,64604682,51481314
SARC,PC-A5DP-01A,IGSF9B,OPCML,11,11,-1,-1,6,3,2,0.51,133815956,132812905,tier1,CDS-5UTR,8136,NA,0.36118,133946061,132943010
SARC,PC-A5DP-01A,TTC4,SSBP3,1,1,1,-1,2,1,1,0.18,55199383,54747200,tier3,In-frame,18859,NA,NA,54733710,54281527
SARC,PT-A8TR-01A,PUM1,PLAG1,1,8,-1,-1,27,33,32,1.4,31538463,57092072,tier1,5UTR-5UTR,13947,NA,NA,31065616,56179513
SARC,QC-A6FX-01A,EPB41L2,C6orf103,6,6,-1,1,4,4,4,0.25,131384295,146956511,tier1,5UTR-CDS,5647,NA,NA,131063155,146635375
SARC,QC-A6FX-01A,MRPL18,C6orf118,6,6,1,-1,15,8,7,0.22,160212158,165703556,tier1,Out-of-frame,10646,NA,NA,159791126,165290067
SARC,QC-A6FX-01A,SEPT9,DNAI2,17,17,1,1,5,3,3,0.11,75398785,72285733,tier1,Out-of-frame,15607,NA,NA,77402703,74289594
SARC,QC-A6FX-01A,STXBP5,SASH1,6,6,1,1,4,9,9,0.042,147560406,148789681,tier1,In-frame,17150,NA,NA,147239270,148468545
SARC,QC-A6FX-01A,TSEN54,NOTUM,17,17,1,-1,10,2,1,0.004,73515128,79916269,tier2,In-frame,18766,NA,NA,75519047,81958393
SARC,QC-A6FX-01A,XYLT1,FAM86A,16,16,-1,-1,7,18,17,0.03,17564291,5145515,tier4,In-frame,20006,NA,NA,17470434,5095514
SARC,QC-A6FX-01A,ZNF730,CEP89,19,19,1,-1,11,9,9,0.085,23299978,33392318,tier1,Out-of-frame,20646,NA,NA,23117176,32901412
SARC,QC-AA9N-01A,ANKMY2,C21orf37,7,21,-1,1,5,1,1,0.064,16664608,18821183,tier2,In-frame,936,NA,NA,16624983,17448865
SARC,QC-AA9N-01A,CNTN1,TMEM117,12,12,1,1,3,1,1,0.041,41423021,44770378,tier2,Out-of-frame,3950,NA,0.3721,41029219,44376595
SARC,QC-AA9N-01A,MARCH8,NCAM2,10,21,-1,1,43,29,25,1.5,46089683,22696703,tier1,5UTR-CDS,9990,NA,NA,45594235,21324383
SARC,QC-AA9N-01A,MLEC,STX2,12,12,1,-1,4,1,1,0.23,121125334,131306333,tier2,Out-of-frame,10441,NA,0.35697,120687531,130821788
SARC,QC-AA9N-01A,NCAM2,RORB,21,9,1,1,2,2,1,0.024,22370936,77245198,tier2,In-frame,11144,NA,0.37225,20998618,74630282
SARC,QC-AA9N-01A,NRIP1,CSNK1G1,21,15,-1,-1,14,16,15,0.18,16415816,64508912,tier1,5UTR-CDS,11751,NA,0.37431,15043495,64216713
SARC,QC-AA9N-01A,PDS5B,COL4A1,13,13,1,-1,29,66,60,0.14,33160730,110895081,tier1,5UTR-CDS,12568,NA,0.36679,32586593,110242734
SARC,QC-AA9N-01A,RORA,FSTL1,15,3,-1,-1,27,19,17,0.66,60884586,120123818,tier1,Out-of-frame,14907,NA,NA,60592387,120404971
SARC,QC-AA9N-01A,TIAM1,NCAM2,21,21,-1,1,8,4,4,0.17,32931240,22696703,tier1,5UTR-CDS,17819,NA,NA,31558927,21324383
